Species,MaxTreeHeight,DBH,parameter,ll,l,m,h,hh,Sg_effect,Incertitude
Mouriri huberi,30.5447954379399,>25,tau,-2.6156710000000003,-1.718195,-0.8035965,0.1100315,0.9017684000000002,FALSE,3.5174394000000007
Mouriri sagotiana,16.2730539881658,1-3,a,-0.1339145,-0.08985080000000001,-0.0480268,-0.0205866,-0.007817697999999994,NA,0.126096802
Mouriri sagotiana,16.2730539881658,1-3,O,-6.189859,-5.4318599999999995,-4.59909,-3.7984574999999996,-2.496210999999999,TRUE,3.6936480000000014
Mouriri sagotiana,16.2730539881658,1-3,gamma,-8.310084,-7.505275,-6.593215,-5.7765875,-4.976388999999999,NA,3.3336950000000005
Mouriri sagotiana,16.2730539881658,1-3,tau,-0.7177628,-0.2797505,0.1449465,0.61799975,1.0440860000000005,FALSE,1.7618488000000005
Mouriri sagotiana,16.2730539881658,3-10,a,-0.24110240000000002,-0.17097174999999998,-0.1153605,-0.074468275,-0.04544447,NA,0.19565793000000004
Mouriri sagotiana,16.2730539881658,3-10,O,-6.598501000000001,-6.0831875,-5.33203,-4.6355075,-4.089436,TRUE,2.5090650000000005
Mouriri sagotiana,16.2730539881658,3-10,gamma,-14.070140000000002,-12.530675,-10.88515,-9.20862,-7.7583470000000005,NA,6.3117930000000015
Mouriri sagotiana,16.2730539881658,3-10,tau,-0.18861250000000024,0.52126275,1.3501699999999999,2.15733,2.866865,FALSE,3.0554775000000003
Ocotea argyrophylla,31.5584854497583,1-3,a,-0.16311250000000002,-0.10688975,-0.05316765,-0.0231459,-0.008622635,NA,0.15448986500000003
Ocotea argyrophylla,31.5584854497583,1-3,O,-5.4957400000000005,-4.569599999999999,-3.942485,-3.1319974999999998,-1.833560999999999,TRUE,3.6621790000000014
Ocotea argyrophylla,31.5584854497583,1-3,gamma,-10.352200000000002,-9.5194975,-8.636195,-7.7062525,-6.8835750000000004,NA,3.468625000000001
Ocotea argyrophylla,31.5584854497583,1-3,tau,0.4802199999999999,0.9179795,1.390325,1.843695,2.260954,TRUE,1.780734
Ocotea argyrophylla,31.5584854497583,3-10,a,-0.11468619999999999,-0.075648425,-0.0447817,-0.02148105,-0.008931807999999998,NA,0.10575439199999999
Ocotea argyrophylla,31.5584854497583,3-10,O,-6.491093,-5.7925575,-4.850255,-3.9785250000000003,-2.9646829999999986,TRUE,3.5264100000000016
Ocotea argyrophylla,31.5584854497583,3-10,gamma,-10.29574,-9.189755,-7.887465000000001,-6.67593,-5.486639,NA,4.809101
Ocotea argyrophylla,31.5584854497583,3-10,tau,-0.2147509000000001,0.39035824999999996,1.04318,1.6988925000000001,2.259677000000001,FALSE,2.474427900000001
Ocotea argyrophylla,31.5584854497583,10-25,a,-0.08560364999999999,-0.052848675,-0.02817345,-0.0129062,-0.005034638999999995,NA,0.080569011
Ocotea argyrophylla,31.5584854497583,10-25,O,-6.1069759999999995,-5.028415,-3.598555,-2.3618050000000004,-1.2545049999999998,TRUE,4.8524709999999995
Ocotea argyrophylla,31.5584854497583,10-25,gamma,-12.47724,-10.661624999999999,-8.737855,-6.7958225,-5.130312999999999,NA,7.346927000000001
Ocotea argyrophylla,31.5584854497583,10-25,tau,-1.4857380000000004,-0.6204097499999999,0.3607575,1.297185,2.1148850000000015,FALSE,3.600623000000002
Ocotea argyrophylla,31.5584854497583,>25,a,-1.3370090000000001,-0.9824035,-0.63054,-0.34566525,-0.15907019999999997,NA,1.1779388000000002
Ocotea argyrophylla,31.5584854497583,>25,O,-2.9546590000000004,-2.2255249999999998,-1.8332350000000002,-1.5822275000000001,-1.3875659999999999,TRUE,1.5670930000000005
Ocotea argyrophylla,31.5584854497583,>25,gamma,-8.647294,-6.15415,-3.46263,-0.74555775,1.8011970000000008,NA,10.448491
Ocotea argyrophylla,31.5584854497583,>25,tau,-4.893573000000001,-3.5720275,-2.145,-0.7183127499999999,0.41285520000000064,FALSE,5.306428200000002
Oxandra asbeckii,30.4196612220675,1-3,a,-0.22764060000000003,-0.20365175,-0.17726350000000002,-0.15110225,-0.128299,NA,0.09934160000000003
Oxandra asbeckii,30.4196612220675,1-3,O,-4.583625,-4.50486,-4.42573,-4.3472125,-4.276354,TRUE,0.3072709999999992
Oxandra asbeckii,30.4196612220675,1-3,gamma,0.12354949999999995,0.38558450000000005,0.6811799999999999,0.9736345,1.2403570000000002,NA,1.1168075000000002
Oxandra asbeckii,30.4196612220675,1-3,tau,-2.381273,-2.2382375000000003,-2.079745,-1.9211125,-1.7800229999999997,TRUE,0.6012500000000005
Oxandra asbeckii,30.4196612220675,3-10,a,-0.06088771,-0.043713249999999995,-0.0264031,-0.013708375,-0.006688187999999996,NA,0.054199522
Oxandra asbeckii,30.4196612220675,3-10,O,-5.869985,-4.959245,-4.245755,-3.8162,-3.451195,TRUE,2.41879
Oxandra asbeckii,30.4196612220675,3-10,gamma,0.3259209999999999,0.60352775,0.90883099999999994,1.2155749999999999,1.495489,NA,1.1695680000000002
Oxandra asbeckii,30.4196612220675,3-10,tau,-2.139021,-1.9849824999999999,-1.820525,-1.6559775,-1.504623,TRUE,0.634398
Oxandra asbeckii,30.4196612220675,10-25,a,-0.12994960000000003,-0.113038,-0.0946168,-0.07638672499999999,-0.060234059999999985,NA,0.06971554000000005
Oxandra asbeckii,30.4196612220675,10-25,O,-4.845759,-4.32551,-3.94231,-3.658845,-3.465324,TRUE,1.3804350000000003
Oxandra asbeckii,30.4196612220675,10-25,gamma,1.4601540000000002,1.7067275000000002,1.998055,2.2928175,2.568262,NA,1.1081079999999996
Oxandra asbeckii,30.4196612220675,10-25,tau,-2.5796710000000003,-2.4343624999999998,-2.277,-2.1193425,-1.984693,TRUE,0.5949780000000002
Paypayrola hulkiana,12.590409466396,1-3,a,-0.23636469999999998,-0.19038675,-0.1510455,-0.118213,-0.09302255,NA,0.14334215
Paypayrola hulkiana,12.590409466396,1-3,O,-6.844824,-6.627832499999999,-6.30716,-5.980017500000001,-5.718233000000001,TRUE,1.1265909999999995
Paypayrola hulkiana,12.590409466396,1-3,gamma,-7.027151999999999,-6.3863,-5.692385,-5.0093775,-4.372785,NA,2.654366999999999
Paypayrola hulkiana,12.590409466396,1-3,tau,-0.8911646000000001,-0.54926075,-0.1721925,0.2009995,0.5287686,FALSE,1.4199332
Paypayrola hulkiana,12.590409466396,3-10,a,-1.3385740000000002,-1.06064,-0.6824275,-0.34752075,-0.13168159999999995,NA,1.2068924
Paypayrola hulkiana,12.590409466396,3-10,O,-4.295146,-3.9422975,-3.6665650000000003,-3.4344125,-3.1148669999999994,TRUE,1.1802790000000005
Paypayrola hulkiana,12.590409466396,3-10,gamma,-7.616830000000001,-5.4044725,-2.8499499999999998,-0.113686,2.8767400000000025,NA,10.493570000000004
Paypayrola hulkiana,12.590409466396,3-10,tau,-5.692728,-4.05621,-2.449835,-1.1011950000000001,0.11516520000000018,FALSE,5.8078932
Pogonophora schomburgkiana,27.3414173199099,1-3,a,-0.07003219,-0.051522425,-0.034613149999999995,-0.019877225,-0.008357510999999991,NA,0.061674679
Pogonophora schomburgkiana,27.3414173199099,1-3,O,-6.806076999999999,-6.4902375,-5.938359999999999,-5.2464525,-4.52593,TRUE,2.2801469999999995
Pogonophora schomburgkiana,27.3414173199099,1-3,gamma,-6.059797,-5.638002500000001,-5.15882,-4.66277,-4.224919,NA,1.8348779999999998
Pogonophora schomburgkiana,27.3414173199099,1-3,tau,-0.28939550000000014,-0.058463475,0.2009645,0.45517050000000003,0.6777848,FALSE,0.9671803000000001
Pogonophora schomburgkiana,27.3414173199099,3-10,a,-0.1893471,-0.11884349999999999,-0.06050285,-0.026842625000000002,-0.01069124999999999,NA,0.17865585
Pogonophora schomburgkiana,27.3414173199099,3-10,O,-4.654840999999999,-3.65531,-3.0013300000000003,-2.1812525,-1.1290029999999998,TRUE,3.5258379999999994
Pogonophora schomburgkiana,27.3414173199099,3-10,gamma,-6.349505,-5.309565,-4.096795,-2.9175950000000004,-1.8046239999999996,NA,4.544881
Pogonophora schomburgkiana,27.3414173199099,3-10,tau,-2.1414299999999997,-1.5685924999999998,-0.9312035000000001,-0.28529225,0.2590848,FALSE,2.4005148
Pogonophora schomburgkiana,27.3414173199099,10-25,a,-0.25674220000000003,-0.20182899999999998,-0.1447445,-0.09236175,-0.05720331999999999,NA,0.19953888000000003
Pogonophora schomburgkiana,27.3414173199099,10-25,O,-4.903929,-3.9653375,-3.391165,-3.0596550000000002,-2.841525,TRUE,2.062404
Pogonophora schomburgkiana,27.3414173199099,10-25,gamma,-3.5793450000000004,-2.8817125,-2.0786499999999997,-1.275485,-0.5017330999999999,NA,3.0776119000000004
Pogonophora schomburgkiana,27.3414173199099,10-25,tau,-2.1672990000000003,-1.7404625,-1.29493,-0.8555955,-0.46681289999999975,TRUE,1.7004861000000004
Poraqueiba guianensis,33.0194319484225,1-3,a,-0.1474967,-0.09979942500000001,-0.05788945,-0.02770975,-0.011226219999999997,NA,0.13627048
Poraqueiba guianensis,33.0194319484225,1-3,O,-6.444731,-5.83296,-5.136035,-4.5436250000000005,-3.640897999999999,TRUE,2.803833000000001
Poraqueiba guianensis,33.0194319484225,1-3,gamma,-4.9959940000000005,-4.295062499999999,-3.472225,-2.6506525000000005,-1.946601,NA,3.0493930000000002
Poraqueiba guianensis,33.0194319484225,1-3,tau,-1.9190710000000002,-1.5472674999999998,-1.089655,-0.64743975,-0.2806705,TRUE,1.6384005000000001
Poraqueiba guianensis,33.0194319484225,3-10,a,-0.2208044,-0.1493665,-0.07965045000000001,-0.036998825,-0.01551565999999999,NA,0.20528874000000003
Poraqueiba guianensis,33.0194319484225,3-10,O,-4.002845,-3.33959,-2.80184,-2.0275225,-1.051313,TRUE,2.951532
Poraqueiba guianensis,33.0194319484225,3-10,gamma,-9.005861,-8.12162,-7.19351,-6.23279,-5.339937000000001,NA,3.6659239999999986
Poraqueiba guianensis,33.0194319484225,3-10,tau,-0.055440340000000074,0.40857525000000006,0.9133285,1.3957899999999999,1.8414050000000004,FALSE,1.8968453400000005
Poraqueiba guianensis,33.0194319484225,10-25,a,-0.1126606,-0.07487945,-0.04124435,-0.020010550000000002,-0.009857376000000001,NA,0.102803224
Poraqueiba guianensis,33.0194319484225,10-25,O,-5.541550000000001,-4.2967025,-3.26808,-2.6942174999999997,-2.2562539999999998,TRUE,3.285296000000001
Poraqueiba guianensis,33.0194319484225,10-25,gamma,-8.476868,-7.9825225,-7.415514999999999,-6.8562525,-6.373583999999999,NA,2.1032840000000004
Poraqueiba guianensis,33.0194319484225,10-25,tau,1.2011079999999998,1.4608075,1.7479749999999998,2.0304475,2.274089,TRUE,1.0729810000000002
Poraqueiba guianensis,33.0194319484225,>25,a,-0.8911017000000001,-0.64309775,-0.403748,-0.19959775,-0.07384022999999998,NA,0.8172614700000002
Poraqueiba guianensis,33.0194319484225,>25,O,-1.9033880000000003,-1.4404850000000002,-1.191055,-0.9860275,-0.7406003,TRUE,1.1627877000000004
Poraqueiba guianensis,33.0194319484225,>25,gamma,-5.238447000000001,-4.0747325,-2.75617,-1.3949325,-0.15781249999999883,NA,5.080634500000002
Poraqueiba guianensis,33.0194319484225,>25,tau,-2.360834,-1.6785875000000001,-0.9564325,-0.23071575,0.3861025000000004,FALSE,2.7469365000000003
Posoqueria latifolia,27.4427229050363,1-3,a,-1.26605,-0.98023575,-0.6947015,-0.43580949999999996,-0.2198316999999998,NA,1.0462183
Posoqueria latifolia,27.4427229050363,1-3,O,-4.492341000000001,-4.324415,-4.170165000000001,-3.9978775,-3.756285,TRUE,0.7360560000000005
Posoqueria latifolia,27.4427229050363,1-3,gamma,-10.527370000000001,-9.45907,-8.308585,-7.153245,-6.053877999999999,NA,4.473492000000002
Posoqueria latifolia,27.4427229050363,1-3,tau,-0.25769790000000004,0.32771300000000003,0.931881,1.5222200000000001,2.0623,FALSE,2.3199979
Posoqueria latifolia,27.4427229050363,3-10,a,-0.2535027,-0.156849,-0.07886325,-0.033554275,-0.012920969999999995,NA,0.24058173000000002
Posoqueria latifolia,27.4427229050363,3-10,O,-4.995343,-3.87974,-3.058705,-2.1793675,-1.0784129999999994,TRUE,3.9169300000000007
Posoqueria latifolia,27.4427229050363,3-10,gamma,-7.8320099999999995,-6.4967975,-4.9506049999999995,-3.3112175,-1.898212999999998,NA,5.933797000000002
Posoqueria latifolia,27.4427229050363,3-10,tau,-2.403233,-1.5994225,-0.716008,0.08918137500000001,0.7929273000000008,FALSE,3.1961603000000007
Posoqueria latifolia,27.4427229050363,10-25,a,-0.17722130000000003,-0.11265924999999999,-0.05624035,-0.02321275,-0.009171272999999999,NA,0.16805002700000002
Posoqueria latifolia,27.4427229050363,10-25,O,-4.381400999999999,-2.93475,-2.1984500000000002,-1.566985,-0.887444299999999,TRUE,3.4939567000000005
Posoqueria latifolia,27.4427229050363,10-25,gamma,-7.973582,-7.1519625,-6.2306349999999995,-5.3200775,-4.494979999999999,NA,3.4786020000000013
Posoqueria latifolia,27.4427229050363,10-25,tau,-0.3328047000000003,0.11544075000000001,0.597709,1.0842925,1.5114520000000007,FALSE,1.844256700000001
Pouteria gonggrijpii,27.7911622023224,1-3,a,-0.30140120000000004,-0.23382425,-0.16713050000000002,-0.11616775000000001,-0.08290822999999997,NA,0.21849297000000006
Pouteria gonggrijpii,27.7911622023224,1-3,O,-6.527035,-6.0486175,-5.560155,-5.21385,-4.977621,TRUE,1.5494139999999996
Pouteria gonggrijpii,27.7911622023224,1-3,gamma,-9.552585,-8.9305075,-8.27092,-7.6094875,-7.014662,NA,2.537923
Pouteria gonggrijpii,27.7911622023224,1-3,tau,0.8825976999999998,1.1946425,1.53681,1.867855,2.177843,TRUE,1.2952453000000004
Pouteria gonggrijpii,27.7911622023224,3-10,a,-0.45067480000000004,-0.337367,-0.22643950000000002,-0.13858325,-0.08777215000000001,NA,0.36290265000000005
Pouteria gonggrijpii,27.7911622023224,3-10,O,-6.02932,-5.25429,-4.6644000000000005,-4.3252725000000005,-4.103518,TRUE,1.925802
Pouteria gonggrijpii,27.7911622023224,3-10,gamma,-10.09988,-9.1594175,-8.16705,-7.1814,-6.273257999999999,NA,3.8266220000000013
Pouteria gonggrijpii,27.7911622023224,3-10,tau,0.42617969999999994,0.89536525,1.39905,1.9017775,2.3804200000000004,TRUE,1.9542403000000004
Pouteria gonggrijpii,27.7911622023224,10-25,a,-0.3323666,-0.258122,-0.18152200000000002,-0.107738,-0.06000235,NA,0.27236425000000003
Pouteria gonggrijpii,27.7911622023224,10-25,O,-4.609491,-3.7031125,-3.1735800000000003,-2.8762149999999997,-2.667712,TRUE,1.9417790000000004
Pouteria gonggrijpii,27.7911622023224,10-25,gamma,-7.4193750000000005,-6.66529,-5.81282,-4.989507499999999,-4.1724939999999995,NA,3.246881000000001
Pouteria gonggrijpii,27.7911622023224,10-25,tau,-0.48099640000000005,-0.054965125000000004,0.3880275,0.83519725,1.219772,FALSE,1.7007684
Pouteria gonggrijpii,27.7911622023224,>25,a,-0.6814255000000001,-0.515367,-0.349932,-0.20788974999999998,-0.11094109999999999,NA,0.5704844000000001
Pouteria gonggrijpii,27.7911622023224,>25,O,-4.017775,-2.956165,-2.38942,-2.0586425000000004,-1.852042,TRUE,2.1657330000000004
Pouteria gonggrijpii,27.7911622023224,>25,gamma,-10.676400000000001,-9.556650000000001,-8.27892,-7.0081125,-5.846262999999999,NA,4.830137000000002
Pouteria gonggrijpii,27.7911622023224,>25,tau,0.7755728000000001,1.3680225,2.01484,2.6444775,3.2079750000000007,TRUE,2.4324022000000007
Pouteria guianensis,36.207405650209,1-3,a,-0.07273020000000001,-0.0442544,-0.022239000000000002,-0.009309075,-0.003420990999999999,NA,0.06930920900000001
Pouteria guianensis,36.207405650209,1-3,O,-6.339837999999999,-5.590727499999999,-4.73657,-3.82325,-2.2549149999999996,TRUE,4.084923
Pouteria guianensis,36.207405650209,1-3,gamma,-4.729984,-4.3512725,-3.86125,-3.3854974999999996,-2.9396869999999997,NA,1.7902970000000002
Pouteria guianensis,36.207405650209,1-3,tau,-0.9740812,-0.731839,-0.47910699999999995,-0.21134800000000004,-0.008455649999999901,TRUE,0.96562555
Pouteria guianensis,36.207405650209,3-10,a,-0.15212409999999998,-0.0948401,-0.051029500000000005,-0.024297025,-0.009886222999999998,NA,0.14223787699999998
Pouteria guianensis,36.207405650209,3-10,O,-4.636948,-3.4851175000000003,-2.6493149999999996,-1.69125,-0.8070845999999999,TRUE,3.8298634000000003
Pouteria guianensis,36.207405650209,3-10,gamma,-5.994632000000001,-4.9016625000000005,-3.6624800000000004,-2.4684549999999996,-1.3385589999999987,NA,4.656073000000003
Pouteria guianensis,36.207405650209,3-10,tau,-2.393123,-1.7658725,-1.113575,-0.46745299999999995,0.1090121000000001,FALSE,2.5021351000000003
Pouteria guianensis,36.207405650209,10-25,a,-0.36896840000000003,-0.25522875,-0.135488,-0.057746849999999995,-0.022613889999999998,NA,0.34635451000000006
Pouteria guianensis,36.207405650209,10-25,O,-4.381893,-3.1803225,-2.554115,-2.1276349999999997,-1.618636,TRUE,2.763257
Pouteria guianensis,36.207405650209,10-25,gamma,-7.361111,-6.050342499999999,-4.680455,-3.2963400000000003,-1.960669999999999,NA,5.400441000000001
Pouteria guianensis,36.207405650209,10-25,tau,-2.143442,-1.4035925,-0.6439889999999999,0.10432200000000001,0.7741110000000007,FALSE,2.9175530000000007
Pouteria guianensis,36.207405650209,>25,a,-1.7441110000000002,-1.4425599999999998,-1.129405,-0.8331267500000001,-0.5883933,NA,1.1557177000000003
Pouteria guianensis,36.207405650209,>25,O,-1.203984,-1.1066624999999999,-1.0155949999999998,-0.93008175,-0.8459209999999999,TRUE,0.358063
Pouteria guianensis,36.207405650209,>25,gamma,-3.547377,-2.57884,-1.501225,-0.353187,0.6688565000000001,NA,4.2162335
Pouteria guianensis,36.207405650209,>25,tau,-2.554561,-1.9768975,-1.3412000000000002,-0.75506075,-0.22704729999999995,TRUE,2.3275137
Pouteria singularis,39.8455519706107,1-3,a,-0.1999929,-0.15234024999999998,-0.09132545,-0.042891425,-0.01711598999999999,NA,0.18287691
Pouteria singularis,39.8455519706107,1-3,O,-5.862304,-5.1350275000000005,-4.653095,-4.2921325,-3.83167,TRUE,2.030634
Pouteria singularis,39.8455519706107,1-3,gamma,-7.536107,-7.01128,-6.41738,-5.8310699999999995,-5.3258399999999995,NA,2.210267000000001
Pouteria singularis,39.8455519706107,1-3,tau,0.1115033,0.38214375,0.6869609999999999,1.0046750000000002,1.273835,TRUE,1.1623317
Pouteria singularis,39.8455519706107,3-10,a,-0.139685,-0.100059,-0.06423424999999999,-0.039537974999999996,-0.021452029999999997,NA,0.11823297
Pouteria singularis,39.8455519706107,3-10,O,-6.545096,-5.934567500000001,-5.15667,-4.50725,-4.051813,TRUE,2.493283
Pouteria singularis,39.8455519706107,3-10,gamma,-5.334907,-4.64984,-3.8894450000000003,-3.0609675000000003,-2.2799359999999993,NA,3.054971000000001
Pouteria singularis,39.8455519706107,3-10,tau,-1.301313,-0.8850180000000001,-0.4384975,-0.033090575000000004,0.34158090000000013,FALSE,1.6428939
Pouteria singularis,39.8455519706107,10-25,a,-0.5125543,-0.37427024999999997,-0.2296605,-0.10762174999999999,-0.039634569999999994,NA,0.47291973000000004
Pouteria singularis,39.8455519706107,10-25,O,-2.852824,-2.35054,-2.0484999999999998,-1.73442,-1.262762,TRUE,1.590062
Pouteria singularis,39.8455519706107,10-25,gamma,-1.631027,-0.34241325,1.201805,2.7450300000000003,4.193727000000002,NA,5.824754000000002
Pouteria singularis,39.8455519706107,10-25,tau,-5.487566,-4.664645,-3.77406,-2.8918775,-2.167304,TRUE,3.320262
Pouteria singularis,39.8455519706107,>25,a,-0.6868794,-0.43745825,-0.216065,-0.06912979999999999,-0.01840800999999998,NA,0.66847139
Pouteria singularis,39.8455519706107,>25,O,-2.8159009999999998,-1.2169750000000001,-0.578267,-0.257326,-0.09578889999999995,TRUE,2.7201120999999997
Pouteria singularis,39.8455519706107,>25,gamma,-9.619792,-7.778442500000001,-5.599270000000001,-3.4087675,-1.3013959999999998,NA,8.318396
Pouteria singularis,39.8455519706107,>25,tau,-2.54149,-1.386165,-0.159541,0.9808687500000001,1.9367860000000001,FALSE,4.478276
Pouteria torta,29.3002901900658,1-3,a,-0.5420711,-0.40081300000000003,-0.255216,-0.1485695,-0.08462059999999998,NA,0.45745050000000004
Pouteria torta,29.3002901900658,1-3,O,-6.191581,-5.617325,-5.130215,-4.8219325,-4.623906,TRUE,1.5676750000000004
Pouteria torta,29.3002901900658,1-3,gamma,-5.070069,-4.0218625,-2.9485900000000003,-1.8499025,-0.7660388999999999,NA,4.3040301
Pouteria torta,29.3002901900658,1-3,tau,-3.0111,-2.3944125,-1.77459,-1.203045,-0.6169429,TRUE,2.3941571
Pouteria torta,29.3002901900658,3-10,a,-1.189185,-0.89727,-0.6027454999999999,-0.36477625,-0.2238019,NA,0.9653830999999999
Pouteria torta,29.3002901900658,3-10,O,-5.859520999999999,-5.2066225,-4.77566,-4.52175,-4.344024999999999,TRUE,1.5154959999999997
Pouteria torta,29.3002901900658,3-10,gamma,-7.749993000000001,-6.1964725000000005,-4.515504999999999,-2.750385,-0.9911120999999999,NA,6.758880900000001
Pouteria torta,29.3002901900658,3-10,tau,-2.6842050000000004,-1.7267899999999998,-0.7739455,0.15514775,0.9439012000000006,FALSE,3.628106200000001
Pouteria torta,29.3002901900658,10-25,a,-0.2070866,-0.14155874999999998,-0.08609220000000001,-0.052990825,-0.03218755,NA,0.17489905
Pouteria torta,29.3002901900658,10-25,O,-6.3402460000000005,-5.3923274999999995,-4.34169,-3.5618925,-3.0433320000000004,TRUE,3.296914
Pouteria torta,29.3002901900658,10-25,gamma,-5.325229,-4.138775,-2.736555,-1.262745,0.05003926000000059,NA,5.375268260000001
Pouteria torta,29.3002901900658,10-25,tau,-2.995485,-2.27091,-1.48243,-0.7055037500000001,-0.06216948999999999,TRUE,2.93331551
Pouteria torta,29.3002901900658,>25,a,-0.8290224,-0.54941375,-0.3059525,-0.141808,-0.07080679999999992,NA,0.7582156000000001
Pouteria torta,29.3002901900658,>25,O,-4.816336,-3.2779425,-2.318835,-1.8089650000000002,-1.5230729999999997,TRUE,3.293263
Pouteria torta,29.3002901900658,>25,gamma,-0.8650053000000002,1.3700375,4.176254999999999,7.076982500000001,9.778542,NA,10.6435473
Pouteria torta,29.3002901900658,>25,tau,-8.519543,-6.9262625,-5.26256,-3.681965,-2.3861099999999995,TRUE,6.133433000000001
Pradosia cochlearia,42.1779335608647,1-3,a,-0.1407046,-0.08838855,-0.04437865,-0.0189789,-0.0073586219999999996,NA,0.133345978
Pradosia cochlearia,42.1779335608647,1-3,O,-5.779298,-4.8924900000000004,-4.133215,-3.1823675,-1.7562419999999987,TRUE,4.023056000000001
Pradosia cochlearia,42.1779335608647,1-3,gamma,-4.412896,-3.637885,-2.79971,-1.9106025,-1.0627549999999981,NA,3.3501410000000016
Pradosia cochlearia,42.1779335608647,1-3,tau,-2.5440410000000004,-2.0864599999999998,-1.60996,-1.1575825000000002,-0.7355405999999998,TRUE,1.8085004000000007
Pradosia cochlearia,42.1779335608647,3-10,a,-0.15513340000000003,-0.09087642500000001,-0.04560555,-0.019812225000000003,-0.008051427999999998,NA,0.14708197200000003
Pradosia cochlearia,42.1779335608647,3-10,O,-5.341614999999999,-4.1112725,-3.236495,-2.22838,-1.1333329999999988,TRUE,4.2082820000000005
Pradosia cochlearia,42.1779335608647,3-10,gamma,-7.693657000000001,-6.598140000000001,-5.382555,-4.1686625,-3.0637949999999994,NA,4.629862000000001
Pradosia cochlearia,42.1779335608647,3-10,tau,-1.4789539999999999,-0.8740965,-0.231901,0.41850875,0.9846728,FALSE,2.4636268
Pradosia cochlearia,42.1779335608647,10-25,a,-0.2142049,-0.14245275000000002,-0.08283750000000001,-0.037797,-0.01328624,NA,0.20091866
Pradosia cochlearia,42.1779335608647,10-25,O,-3.2066530000000006,-2.1246825,-1.464275,-0.8464542500000001,-0.3673414999999998,TRUE,2.839311500000001
Pradosia cochlearia,42.1779335608647,10-25,gamma,0.6431761999999992,2.2816975,4.21722,6.21081,7.932811000000001,NA,7.289634800000002
Pradosia cochlearia,42.1779335608647,10-25,tau,-7.8599120000000005,-6.84337,-5.665015,-4.558355,-3.609331,TRUE,4.250581
Pradosia cochlearia,42.1779335608647,>25,a,-0.5951969,-0.4367675,-0.2949505,-0.17672174999999998,-0.07964561,NA,0.51555129
Pradosia cochlearia,42.1779335608647,>25,O,-1.009128,-0.7368635000000001,-0.4919755,-0.2595105,-0.10595679999999993,TRUE,0.9031712000000001
Pradosia cochlearia,42.1779335608647,>25,gamma,-1.5293130000000001,-0.43885599999999997,0.6988245,1.8847675000000002,2.972334,NA,4.501647
Pradosia cochlearia,42.1779335608647,>25,tau,-4.00677,-3.37602,-2.705,-2.0541099999999997,-1.476545,TRUE,2.5302250000000006
Protium opacum,19.4429946438269,1-3,a,-0.0379699,-0.025259300000000002,-0.01526495,-0.007809607499999999,-0.0032739569999999988,NA,0.034695943
Protium opacum,19.4429946438269,1-3,O,-4.751703,-3.551955,-2.456665,-1.2996775,-0.5496905,FALSE,4.2020125
Protium opacum,19.4429946438269,1-3,gamma,-8.343702,-7.8982225,-7.402755,-6.915865,-6.482743,NA,1.8609590000000003
Protium opacum,19.4429946438269,1-3,tau,1.057923,1.2980525,1.557925,1.8168324999999999,2.052672,TRUE,0.9947489999999999
Protium opacum,19.4429946438269,3-10,a,-0.057093120000000004,-0.033905425,-0.017698850000000002,-0.0079285975,-0.0030768640000000003,NA,0.054016256000000006
Protium opacum,19.4429946438269,3-10,O,-5.710439,-4.548875,-3.44946,-2.3800175,-1.191836,FALSE,4.518603000000001
Protium opacum,19.4429946438269,3-10,gamma,-8.436011,-7.825375,-7.17442,-6.5083375,-5.9002349999999995,NA,2.535776000000001
Protium opacum,19.4429946438269,3-10,tau,0.741504,1.067085,1.4342700000000002,1.7849675,2.0962380000000005,TRUE,1.3547340000000005
Qualea rosea,42.6649952319473,1-3,a,-0.03586098,-0.023639575,-0.0134047,-0.0072450225,-0.0033171129999999987,NA,0.032543867000000004
Qualea rosea,42.6649952319473,1-3,O,-4.34228,-3.6487525,-2.865815,-1.734905,-0.7947958999999992,FALSE,3.5474841000000006
Qualea rosea,42.6649952319473,1-3,gamma,-6.639851,-6.375347499999999,-6.0682100000000005,-5.776605,-5.484244,NA,1.1556069999999998
Qualea rosea,42.6649952319473,1-3,tau,1.029872,1.1718825,1.323435,1.4778,1.613077,TRUE,0.5832050000000002
Qualea rosea,42.6649952319473,3-10,a,-0.08381562000000001,-0.071268525,-0.0603857,-0.05182655,-0.045206729999999994,NA,0.038608890000000014
Qualea rosea,42.6649952319473,3-10,O,-1.3790200000000001,-1.0137875,-0.615729,-0.28699425,-0.11334430000000001,TRUE,1.2656757
Qualea rosea,42.6649952319473,3-10,gamma,-7.064574,-6.5958025,-6.07815,-5.536452499999999,-5.047667,NA,2.0169070000000007
Qualea rosea,42.6649952319473,3-10,tau,0.8384748,1.07876,1.34989,1.6048950000000002,1.8443200000000002,TRUE,1.0058452000000002
Qualea rosea,42.6649952319473,10-25,a,-0.15407110000000002,-0.1297455,-0.10632549999999999,-0.086606025,-0.07157753,NA,0.08249357000000002
Qualea rosea,42.6649952319473,10-25,O,-0.9505272,-0.6920492500000001,-0.4185495,-0.1899255,-0.06640645,TRUE,0.88412075
Qualea rosea,42.6649952319473,10-25,gamma,-2.038832,-1.4365875,-0.77314,-0.0948669,0.5030530000000009,NA,2.541885000000001
Qualea rosea,42.6649952319473,10-25,tau,-2.600083,-2.26757,-1.88532,-1.5131525,-1.1778739999999994,TRUE,1.4222090000000007
